Abulfazel;m;0;20536;0;Keine
Abulfazl;m;0;10188;0;Keine
Abundio;m;0;20537;0;Keine
Abuukar;m;0;9613;0;Keine
Abuzar;m;0;12577;0;Keine
Abuzer;m;0;3802;0;Keine
Aby;w;0;7997;0;Keine
Aby;m;0;17457;0;Keine
Abyan;m;0;13803;0;Keine
Abyel;m;0;20538;0;Keine
Abygael;w;0;20276;0;Keine
Abygaelle;w;0;14453;0;Keine
Abygail;w;0;17687;0;Keine
Aca;m;0;3955;0;Keine
Acacia;w;0;14454;0;Keine
Acacio;m;0;2866;0;Keine
Accursia;w;0;15881;0;Keine
Accursio;m;0;12578;0;Keine
Ace;m;0;6649;0;Keine
Acelya;w;0;5355;0;Keine
Achamma;w;0;24085;0;Keine
Achara;w;0;15882;0;Keine
Achchuthan;m;0;20539;0;Keine
Achi;m;0;20540;0;Keine
Achil;m;0;15348;0;Keine
Achile;m;0;17458;0;Keine
Achill;m;0;7929;0;Keine
Achille;m;0;961;0;Keine
Achilleas;m;0;4852;0;Keine
Achillefs;m;0;8273;0;Keine
Achilles;m;0;3309;0;Keine
Achilleus;m;0;20541;0;Keine
Achim;m;0;1011;0;Keine
Achintya;m;0;20542;0;Keine
Achmad;m;0;20543;0;Keine
Achmed;m;0;7601;0;Keine
Achouak;w;0;20277;0;Keine
Achour;m;0;10189;0;Keine
Achraf;m;0;3500;0;Keine
Achta;w;0;24086;0;Keine
Achuthan;m;0;15349;0;Keine
Acif;m;0;11636;0;Keine
Acim;m;0;11637;0;Keine
Aco;m;0;2805;0;Keine
Acsa;w;0;24087;0;Keine
Ada;w;0;685;0;die Geschmueckte
Ada;m;0;7930;0;die Geschmueckte
Adacio;m;0;20544;0;Keine
Adaeze;w;0;14455;0;Keine
Adah;w;0;24088;0;Keine
Adailton;m;0;17459;0;Keine
Adaja;w;0;17688;0;Keine
Adal;m;0;11638;0;Keine
Adalbert;m;0;1994;0;Keine
Adalberta;w;0;17689;0;Keine
Adalberto;m;0;3803;0;Keine
Adalet;w;0;6668;0;Keine
Adaleta;w;0;8968;0;Keine
Adalgisa;w;0;3450;0;Keine
Adalgiza;w;0;24089;0;Keine
Adalia;w;0;24090;0;Keine
Adalina;w;0;11585;0;Keine
Adaline;w;0;20278;0;Keine
Adalsteinn;m;0;20545;0;Keine
Adam;m;50;286;57;der Erdgeborene
Adama;w;0;5356;0;Keine
Adama;m;0;4049;0;Keine
Adamantia;w;0;12377;0;Keine
Adamantios;m;0;13804;0;Keine
Ada-Maria;w;0;15883;0;Keine
Adamastor;m;0;17460;0;Keine
Adame;m;0;17461;0;Keine
Adamina;w;0;24091;0;Keine
Adamo;m;0;2299;0;Keine
Adams;m;0;9142;0;Keine
Adamu;m;0;20546;0;Keine
Adan;w;0;24092;0;Keine
Adan;m;0;3087;0;Keine
Adana;w;0;15884;0;Keine
Adane;m;0;20547;0;Keine
Adanna;w;0;24093;0;Keine
Adao;m;0;2946;0;Keine
Adaora;w;0;20279;0;Keine
Adar;w;0;11586;0;Keine
Adar;m;0;3310;0;Keine
Adara;w;0;14456;0;Keine
Adarsh;m;0;11639;0;Keine
Aday;m;0;13805;0;Keine
Adaya;w;0;24094;0;Keine
Adchara;w;0;24095;0;Keine
Adchaya;w;0;24096;0;Keine
Adchayan;m;0;20548;0;Keine
Adda;w;0;15885;0;Keine
Adda;m;0;15350;0;Keine
Adderly;m;0;20549;0;Keine
Addis;w;0;15886;0;Keine
Addis;m;0;13806;0;Keine
Addisalem;w;0;17690;0;Keine
Addison;w;0;7998;0;Keine
Addison;m;0;20550;0;Keine
Addisu;m;0;13807;0;Keine
Addolorata;w;0;1515;0;Keine
Addy;w;0;15887;0;Keine
Ade;w;0;24097;0;Keine
Ade;m;0;13808;0;Keine
Adea;w;0;2022;0;Keine
Adebayo;m;0;11640;0;Keine
Adedayo;m;0;17462;0;Keine
Adeeb;m;0;15351;0;Keine
Adeeba;w;0;24098;0;Keine
Adeebah;w;0;24099;0;Keine
Adeel;m;0;7113;0;Keine
Adeela;w;0;24100;0;Keine
Adeilza;w;0;24101;0;Keine
Adeja;w;0;24102;0;Keine
Adel;w;0;7277;0;Keine
Adel;m;0;888;0;Keine
Adela;w;0;1111;0;Keine
Adelaida;w;0;4865;0;Keine
Adelaide;w;0;1332;0;Keine
Adelajda;w;0;24103;0;Keine
Adelbert;m;0;1947;0;Keine
Adelchi;m;0;15352;0;Keine
Adele;w;0;721;0;Keine
Adeleh;w;0;17691;0;Keine
Adelfa;w;0;17692;0;Keine
Adelfina;w;0;24104;0;Keine
Adelgisa;w;0;24105;0;Keine
Adelgunde;w;0;8969;0;Keine
Adelhaid;w;0;10264;0;Keine
Adelhaide;w;0;24106;0;Keine
Adelheid;w;0;91;0;Keine
Adelheide;w;0;24107;0;Keine
Adelheit;w;0;7044;0;Keine
Adelia;w;0;2311;0;Keine
Adelie;w;0;24108;0;Keine
Adelin;w;0;13321;0;Keine
Adelin;m;0;9614;0;Keine
Adelina;w;0;481;0;Keine
Adelinda;w;0;13322;0;Keine
Adelinde;w;0;7520;0;Keine
Adeline;w;0;670;0;Keine
Adelino;m;0;1081;0;Keine
Adelio;m;0;3211;0;Keine
Adelisa;w;0;2853;0;Keine
Adelita;w;0;13323;0;Keine
Adeljina;w;0;7278;0;Keine
Adelma;w;0;10914;0;Keine
Adelmina;w;0;17693;0;Keine
Adelmo;m;0;6440;0;Keine
Adelon;m;0;9143;0;Keine
Adelrich;m;0;2704;0;Keine
Adeltraut;w;0;24109;0;Keine
Adelya;w;0;17694;0;Keine
Adelyn;w;0;14457;0;Keine
Adelyne;w;0;17695;0;Keine
Adem;m;0;514;0;Keine
Adema;w;0;14458;0;Keine
Ademar;m;0;5925;0;Keine
Ademir;m;0;10190;0;Keine
Ademola;m;0;20551;0;Keine
Ademsafi;m;0;17463;0;Keine
Aden;w;0;20280;0;Keine
Aden;m;0;5053;0;Keine
Adena;w;0;15888;0;Keine
Adenilson;m;0;20552;0;Keine
Adenis;m;0;12579;0;Keine
Adenisa;w;0;20281;0;Keine
Aderito;m;0;5160;0;Keine
Adesa;w;0;11587;0;Keine
Adesh;m;0;20553;0;Keine
Adesuwa;w;0;20282;0;Keine
Adevija;w;0;24110;0;Keine
Adeviye;w;0;24111;0;Keine
Adewale;m;0;13809;0;Keine
Adeyemi;m;0;13810;0;Keine
Adham;m;0;4300;0;Keine
Adhanet;w;0;6669;0;Keine
Adhanom;m;0;5791;0;Keine
Adhavan;m;0;20554;0;Keine
Adhira;w;0;24112;0;Keine
Adhrit;m;0;20555;0;Keine
Adhuresa;w;0;11588;0;Keine
Adhurim;m;0;2578;0;Keine
Adi;w;0;7726;0;Keine
Adi;m;0;2620;0;Keine
Adia;w;0;8970;0;Keine
Adiam;w;0;3305;0;Keine
Adian;m;0;6441;0;Keine
Adiat;m;0;17464;0;Keine
Adib;m;0;5161;0;Keine
Adiba;w;0;10265;0;Keine
Adiel;m;0;10837;0;Keine
Adife;w;0;24113;0;Keine
Adifet;w;0;7727;0;Keine
Adifete;w;0;4091;0;Keine
Adija;w;0;17696;0;Keine
